sample_id,chromosome,gene_location,sequence_length,acceptance_status,acceptance_score,file_path
373,chr22,10,7621,True,-1155.8438948172552,chr22/10_sample_373.fasta
374,chr22,10,21442,True,-3179.363595803047,chr22/10_sample_374.fasta
375,chr22,10,22786,True,-3258.5251713569364,chr22/10_sample_375.fasta
376,chr22,10,10246,True,-1474.7458020083254,chr22/10_sample_376.fasta
377,chr22,10,42879,True,-6123.006477663861,chr22/10_sample_377.fasta
378,chr22,10,1421,True,-218.31072822839087,chr22/10_sample_378.fasta
379,chr22,10,24390,True,-3589.158464616461,chr22/10_sample_379.fasta
380,chr22,10,30227,True,-4396.536309263643,chr22/10_sample_380.fasta
381,chr22,10,35834,True,-5260.46454064432,chr22/10_sample_381.fasta
382,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_382.fasta
383,chr22,10,10999,True,-1555.6605720636587,chr22/10_sample_383.fasta
384,chr22,10,5678,True,-825.5503996313957,chr22/10_sample_384.fasta
385,chr22,10,26716,True,-3972.457392565191,chr22/10_sample_385.fasta
386,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_386.fasta
387,chr22,10,23950,True,-3584.018752280093,chr22/10_sample_387.fasta
388,chr22,10,18802,True,-2789.590777157998,chr22/10_sample_388.fasta
389,chr22,10,5523,True,-852.4403427031945,chr22/10_sample_389.fasta
390,chr22,10,25715,True,-3769.4715887957295,chr22/10_sample_390.fasta
391,chr22,10,25727,True,-3772.844555597263,chr22/10_sample_391.fasta
392,chr22,10,17591,True,-2632.192163037339,chr22/10_sample_392.fasta
393,chr22,10,5394,True,-697.0555030897433,chr22/10_sample_393.fasta
394,chr22,10,27250,True,-4119.093986969438,chr22/10_sample_394.fasta
395,chr22,10,29314,True,-4241.493355856136,chr22/10_sample_395.fasta
396,chr22,10,54013,True,-7956.393299039482,chr22/10_sample_396.fasta
397,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_397.fasta
398,chr22,10,21990,True,-3216.530875415215,chr22/10_sample_398.fasta
399,chr22,10,44379,True,-6550.813798403192,chr22/10_sample_399.fasta
400,chr22,10,18093,True,-2534.390655411489,chr22/10_sample_400.fasta
401,chr22,10,75854,True,-10991.377348863172,chr22/10_sample_401.fasta
402,chr22,10,18880,True,-2739.0275098124953,chr22/10_sample_402.fasta
403,chr22,10,38022,True,-5560.846386931525,chr22/10_sample_403.fasta
404,chr22,10,7472,True,-1102.0004297715159,chr22/10_sample_404.fasta
405,chr22,10,3971,True,-546.2235487667575,chr22/10_sample_405.fasta
406,chr22,10,31849,True,-4536.266445796703,chr22/10_sample_406.fasta
407,chr22,10,17732,True,-2593.0611367867623,chr22/10_sample_407.fasta
408,chr22,10,3134,True,-420.75035805203026,chr22/10_sample_408.fasta
409,chr22,10,22737,True,-3363.6229627963776,chr22/10_sample_409.fasta
410,chr22,10,19691,True,-2920.8290722227844,chr22/10_sample_410.fasta
411,chr22,10,10987,True,-1460.4638422556384,chr22/10_sample_411.fasta
412,chr22,10,23932,True,-3554.043524479209,chr22/10_sample_412.fasta
413,chr22,10,4328,True,-601.0999590666468,chr22/10_sample_413.fasta
414,chr22,10,9418,True,-1439.0554977261813,chr22/10_sample_414.fasta
415,chr22,10,51647,True,-7413.0002981834195,chr22/10_sample_415.fasta
416,chr22,10,107510,True,-15415.47526602652,chr22/10_sample_416.fasta
417,chr22,10,69494,True,-10037.378548977464,chr22/10_sample_417.fasta
418,chr22,10,13681,True,-1925.5947906104693,chr22/10_sample_418.fasta
419,chr22,10,12082,True,-1795.937702878009,chr22/10_sample_419.fasta
420,chr22,10,40699,True,-5922.1230412380955,chr22/10_sample_420.fasta
421,chr22,10,989,True,-131.58811259050182,chr22/10_sample_421.fasta
422,chr22,10,9948,True,-1449.3734873666806,chr22/10_sample_422.fasta
423,chr22,10,5365,True,-793.7969633946748,chr22/10_sample_423.fasta
424,chr22,10,85578,True,-12442.036430170265,chr22/10_sample_424.fasta
425,chr22,10,12750,True,-1812.4419011424086,chr22/10_sample_425.fasta
426,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_426.fasta
427,chr22,10,1196,True,-154.74965162143187,chr22/10_sample_427.fasta
428,chr22,10,95831,True,-13964.34296444445,chr22/10_sample_428.fasta
429,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_429.fasta
430,chr22,10,15780,True,-2267.4497728279575,chr22/10_sample_430.fasta
431,chr22,10,16516,True,-2365.616092461797,chr22/10_sample_431.fasta
432,chr22,10,41879,True,-6099.702141662874,chr22/10_sample_432.fasta
433,chr22,10,9109,True,-1351.6397349077367,chr22/10_sample_433.fasta
434,chr22,10,875,True,-117.08413779988196,chr22/10_sample_434.fasta
435,chr22,10,3717,True,-510.92515855934073,chr22/10_sample_435.fasta
436,chr22,10,21816,True,-3198.0921207115384,chr22/10_sample_436.fasta
437,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_437.fasta
438,chr22,10,14890,True,-2206.7790679788873,chr22/10_sample_438.fasta
439,chr22,10,20740,True,-2985.828559192012,chr22/10_sample_439.fasta
440,chr22,10,44040,True,-6458.267698017016,chr22/10_sample_440.fasta
441,chr22,10,3907,True,-582.5819862950812,chr22/10_sample_441.fasta
442,chr22,10,31635,True,-4548.885892016825,chr22/10_sample_442.fasta
443,chr22,10,31784,True,-4534.329801225077,chr22/10_sample_443.fasta
444,chr22,10,6616,True,-998.9435149060251,chr22/10_sample_444.fasta
445,chr22,10,119927,True,-17373.485782930824,chr22/10_sample_445.fasta
446,chr22,10,9949,True,-1453.4938054822826,chr22/10_sample_446.fasta
447,chr22,10,54715,True,-8080.572964494375,chr22/10_sample_447.fasta
448,chr22,10,4972,True,-697.5266352323674,chr22/10_sample_448.fasta
449,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_449.fasta
450,chr22,10,20263,True,-2880.182505674429,chr22/10_sample_450.fasta
451,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_451.fasta
452,chr22,10,1621,True,-219.57923955385436,chr22/10_sample_452.fasta
453,chr22,10,34541,True,-4992.436508673127,chr22/10_sample_453.fasta
454,chr22,10,20197,True,-2892.2536898163908,chr22/10_sample_454.fasta
455,chr22,10,75310,True,-11035.267636276383,chr22/10_sample_455.fasta
456,chr22,10,8956,True,-1248.5286159087282,chr22/10_sample_456.fasta
457,chr22,10,17085,True,-2507.149451365085,chr22/10_sample_457.fasta
458,chr22,10,2712,True,-423.52294677427005,chr22/10_sample_458.fasta
459,chr22,10,21667,True,-3214.0866218655738,chr22/10_sample_459.fasta
460,chr22,10,27737,True,-4059.402023241017,chr22/10_sample_460.fasta
461,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_461.fasta
462,chr22,10,8870,True,-1301.3933398338324,chr22/10_sample_462.fasta
463,chr22,10,19163,True,-2726.120381519931,chr22/10_sample_463.fasta
464,chr22,10,14382,True,-2060.8512599209266,chr22/10_sample_464.fasta
465,chr22,10,39821,True,-5676.982417258774,chr22/10_sample_465.fasta
466,chr22,10,90646,True,-13271.033171483852,chr22/10_sample_466.fasta
467,chr22,10,32250,True,-4715.673782526119,chr22/10_sample_467.fasta
468,chr22,10,1945,True,-276.4308593931483,chr22/10_sample_468.fasta
469,chr22,10,13755,True,-2016.5555073996097,chr22/10_sample_469.fasta
470,chr22,10,133772,True,-19688.31074981754,chr22/10_sample_470.fasta
471,chr22,10,24249,True,-3527.5611346478954,chr22/10_sample_471.fasta
472,chr22,10,4611,True,-684.3047228005912,chr22/10_sample_472.fasta
473,chr22,10,30194,True,-4321.400194591717,chr22/10_sample_473.fasta
474,chr22,10,36953,True,-5432.56204252675,chr22/10_sample_474.fasta
475,chr22,10,22086,True,-3288.3054861866335,chr22/10_sample_475.fasta
476,chr22,10,224,True,-28.92311179973401,chr22/10_sample_476.fasta
477,chr22,10,112022,True,-16179.327635268466,chr22/10_sample_477.fasta
478,chr22,10,35310,True,-5045.915161710899,chr22/10_sample_478.fasta
479,chr22,10,17638,True,-2599.6528105187754,chr22/10_sample_479.fasta
480,chr22,10,56800,True,-8236.216295981198,chr22/10_sample_480.fasta
481,chr22,10,6165,True,-887.9993129163041,chr22/10_sample_481.fasta
482,chr22,10,17451,True,-2504.3362095427105,chr22/10_sample_482.fasta
483,chr22,10,87579,True,-12714.08263638712,chr22/10_sample_483.fasta
484,chr22,10,4430,True,-624.2093820964355,chr22/10_sample_484.fasta
485,chr22,10,6157,True,-929.2097807085491,chr22/10_sample_485.fasta
486,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_486.fasta
487,chr22,10,1503,True,-207.32460534170974,chr22/10_sample_487.fasta
488,chr22,10,6013,True,-882.9638325822109,chr22/10_sample_488.fasta
489,chr22,10,30190,True,-4396.103742088785,chr22/10_sample_489.fasta
490,chr22,10,16865,True,-2396.7034835847207,chr22/10_sample_490.fasta
491,chr22,10,2233,True,-324.25801485178465,chr22/10_sample_491.fasta
492,chr22,10,46758,True,-6855.889238818544,chr22/10_sample_492.fasta
493,chr22,10,9156,True,-1349.8344244051282,chr22/10_sample_493.fasta
494,chr22,10,17072,True,-2562.9545749168524,chr22/10_sample_494.fasta
495,chr22,10,23807,True,-3470.0934975635523,chr22/10_sample_495.fasta
496,chr22,10,36377,True,-5330.644393050052,chr22/10_sample_496.fasta
497,chr22,10,4622,True,-704.0276279954783,chr22/10_sample_497.fasta
498,chr22,10,26070,True,-3860.6001164893114,chr22/10_sample_498.fasta
499,chr22,10,34295,True,-5065.101267728642,chr22/10_sample_499.fasta
500,chr22,10,11960,True,-1733.5794705619944,chr22/10_sample_500.fasta
501,chr22,10,48558,True,-7166.514032943094,chr22/10_sample_501.fasta
502,chr22,10,30055,True,-4395.319913939326,chr22/10_sample_502.fasta
503,chr22,10,39235,True,-5568.824355024653,chr22/10_sample_503.fasta
504,chr22,10,36479,True,-5251.140931290202,chr22/10_sample_504.fasta
505,chr22,10,47516,True,-6907.157116245604,chr22/10_sample_505.fasta
506,chr22,10,15413,True,-2229.156778860365,chr22/10_sample_506.fasta
507,chr22,10,45006,True,-6467.998860611601,chr22/10_sample_507.fasta
508,chr22,10,14403,True,-2080.1822510410916,chr22/10_sample_508.fasta
509,chr22,10,4696,True,-675.9212895993551,chr22/10_sample_509.fasta
510,chr22,10,22129,True,-3345.995138308904,chr22/10_sample_510.fasta
511,chr22,10,22533,True,-3222.4429530000407,chr22/10_sample_511.fasta
512,chr22,10,1711,True,-236.72446899767934,chr22/10_sample_512.fasta
513,chr22,10,8263,True,-1218.7253752770332,chr22/10_sample_513.fasta
514,chr22,10,24880,True,-3575.4789710754408,chr22/10_sample_514.fasta
515,chr22,10,20261,True,-3044.603272569583,chr22/10_sample_515.fasta
516,chr22,10,37702,True,-5454.480084166636,chr22/10_sample_516.fasta
517,chr22,10,6448,True,-883.7226467972879,chr22/10_sample_517.fasta
518,chr22,10,4225,True,-652.118719389006,chr22/10_sample_518.fasta
519,chr22,10,2570,True,-362.7209078561726,chr22/10_sample_519.fasta
520,chr22,10,27319,True,-3962.4541870638873,chr22/10_sample_520.fasta
521,chr22,10,23320,True,-3381.619775556552,chr22/10_sample_521.fasta
522,chr22,10,30465,True,-4379.966443964731,chr22/10_sample_522.fasta
523,chr22,10,46595,True,-6763.440083798346,chr22/10_sample_523.fasta
524,chr22,10,8191,True,-1220.1637856392904,chr22/10_sample_524.fasta
525,chr22,10,3459,True,-554.76332997141,chr22/10_sample_525.fasta
526,chr22,10,22836,True,-3213.2350385492177,chr22/10_sample_526.fasta
527,chr22,10,22929,True,-3319.417891243965,chr22/10_sample_527.fasta
528,chr22,10,41051,True,-5831.005976445534,chr22/10_sample_528.fasta
529,chr22,10,10458,True,-1518.2712774135618,chr22/10_sample_529.fasta
530,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_530.fasta
531,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_531.fasta
532,chr22,10,152868,True,-22212.991501508583,chr22/10_sample_532.fasta
533,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_533.fasta
534,chr22,10,27060,True,-4057.2475398961983,chr22/10_sample_534.fasta
535,chr22,10,49847,True,-7321.871770489828,chr22/10_sample_535.fasta
536,chr22,10,53262,True,-7574.256562281578,chr22/10_sample_536.fasta
537,chr22,10,61761,True,-8946.17308417627,chr22/10_sample_537.fasta
538,chr22,10,134313,True,-19595.651042660487,chr22/10_sample_538.fasta
539,chr22,10,53667,True,-7810.870956089609,chr22/10_sample_539.fasta
540,chr22,10,76678,True,-11195.975638296424,chr22/10_sample_540.fasta
541,chr22,10,73179,True,-10731.2616179506,chr22/10_sample_541.fasta
542,chr22,10,22495,True,-3377.9320246158336,chr22/10_sample_542.fasta
543,chr22,10,6524,True,-1004.2666773125702,chr22/10_sample_543.fasta
544,chr22,10,2655,True,-372.4385194173901,chr22/10_sample_544.fasta
545,chr22,10,9554,True,-1373.0616304705754,chr22/10_sample_545.fasta
546,chr22,10,14340,True,-2036.6025715023268,chr22/10_sample_546.fasta
547,chr22,10,15114,True,-2193.2173574735184,chr22/10_sample_547.fasta
548,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_548.fasta
549,chr22,10,14132,True,-2036.5775575679477,chr22/10_sample_549.fasta
550,chr22,10,25679,True,-3783.8285903515593,chr22/10_sample_550.fasta
551,chr22,10,42197,True,-6216.556333105082,chr22/10_sample_551.fasta
552,chr22,10,12970,True,-1808.5185841303633,chr22/10_sample_552.fasta
553,chr22,10,51415,True,-7467.328446405154,chr22/10_sample_553.fasta
554,chr22,10,3235,True,-469.74179283385206,chr22/10_sample_554.fasta
555,chr22,10,2533,True,-357.49051455090137,chr22/10_sample_555.fasta
556,chr22,10,27546,True,-4045.8173869336297,chr22/10_sample_556.fasta
557,chr22,10,3524,True,-523.7030409152494,chr22/10_sample_557.fasta
558,chr22,10,39910,True,-5835.361860632431,chr22/10_sample_558.fasta
559,chr22,10,25441,True,-3598.1422758970007,chr22/10_sample_559.fasta
560,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_560.fasta
561,chr22,10,43292,True,-6212.855031130982,chr22/10_sample_561.fasta
562,chr22,10,17175,True,-2542.173710533435,chr22/10_sample_562.fasta
563,chr22,10,32025,True,-4647.7224330292,chr22/10_sample_563.fasta
564,chr22,10,8424,True,-1187.271084013764,chr22/10_sample_564.fasta
565,chr22,10,47333,True,-6762.94393772133,chr22/10_sample_565.fasta
566,chr22,10,32090,True,-4502.392914918163,chr22/10_sample_566.fasta
567,chr22,10,43194,True,-6106.803512505285,chr22/10_sample_567.fasta
568,chr22,10,11048,True,-1614.2403724700393,chr22/10_sample_568.fasta
569,chr22,10,27166,True,-3886.6655783115257,chr22/10_sample_569.fasta
570,chr22,10,15337,True,-2254.61977447091,chr22/10_sample_570.fasta
571,chr22,10,15082,True,-2231.6666994445304,chr22/10_sample_571.fasta
572,chr22,10,30929,True,-4454.198859319161,chr22/10_sample_572.fasta
573,chr22,10,8493,True,-1220.372249643843,chr22/10_sample_573.fasta
574,chr22,10,61454,True,-9007.666182142555,chr22/10_sample_574.fasta
575,chr22,10,24183,True,-3556.578458997771,chr22/10_sample_575.fasta
576,chr22,10,615,True,-115.47582840082762,chr22/10_sample_576.fasta
577,chr22,10,19438,True,-2867.182608280584,chr22/10_sample_577.fasta
578,chr22,10,21891,True,-3152.1724196254268,chr22/10_sample_578.fasta
579,chr22,10,19603,True,-2772.7040395874724,chr22/10_sample_579.fasta
580,chr22,10,72682,True,-10540.356373091772,chr22/10_sample_580.fasta
581,chr22,10,116809,True,-17001.118773736074,chr22/10_sample_581.fasta
582,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_582.fasta
583,chr22,10,39465,True,-5606.045838770334,chr22/10_sample_583.fasta
584,chr22,10,3089,True,-473.14186170213446,chr22/10_sample_584.fasta
585,chr22,10,46442,True,-6929.953843268542,chr22/10_sample_585.fasta
586,chr22,10,569,True,-77.62686450910401,chr22/10_sample_586.fasta
587,chr22,10,6156,True,-874.6460664154931,chr22/10_sample_587.fasta
588,chr22,10,33650,True,-4847.67297993835,chr22/10_sample_588.fasta
589,chr22,10,2880,True,-418.7615974792502,chr22/10_sample_589.fasta
590,chr22,10,46705,True,-6713.216614526449,chr22/10_sample_590.fasta
591,chr22,10,50320,True,-7234.925051681613,chr22/10_sample_591.fasta
592,chr22,10,10344,True,-1573.2519197157264,chr22/10_sample_592.fasta
593,chr22,10,21945,True,-3261.1278610423815,chr22/10_sample_593.fasta
594,chr22,10,4902,True,-713.770253491076,chr22/10_sample_594.fasta
595,chr22,10,2879,True,-414.1586843200216,chr22/10_sample_595.fasta
596,chr22,10,1652,True,-249.4366843190711,chr22/10_sample_596.fasta
597,chr22,10,17096,True,-2541.1657792136675,chr22/10_sample_597.fasta
598,chr22,10,27890,True,-4014.3495446369743,chr22/10_sample_598.fasta
599,chr22,10,90945,True,-13207.003050866611,chr22/10_sample_599.fasta
600,chr22,10,5524,True,-786.5778095166241,chr22/10_sample_600.fasta
601,chr22,10,86539,True,-12517.772922921497,chr22/10_sample_601.fasta
602,chr22,10,4672,True,-667.4200733624631,chr22/10_sample_602.fasta
603,chr22,10,964,True,-141.12227408154567,chr22/10_sample_603.fasta
604,chr22,10,20275,True,-2974.7788574031815,chr22/10_sample_604.fasta
605,chr22,10,9556,True,-1370.13269374492,chr22/10_sample_605.fasta
606,chr22,10,6903,True,-1026.9049681997328,chr22/10_sample_606.fasta
607,chr22,10,39386,True,-5754.252177605892,chr22/10_sample_607.fasta
608,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_608.fasta
609,chr22,10,45322,True,-6611.600198155568,chr22/10_sample_609.fasta
610,chr22,10,10364,True,-1510.567440359505,chr22/10_sample_610.fasta
611,chr22,10,31297,True,-4627.802526730769,chr22/10_sample_611.fasta
612,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_612.fasta
613,chr22,10,947,True,-135.45931360140972,chr22/10_sample_613.fasta
614,chr22,10,68341,True,-9939.864723424076,chr22/10_sample_614.fasta
615,chr22,10,22652,True,-3436.457620888692,chr22/10_sample_615.fasta
616,chr22,10,22623,True,-3279.5165878772855,chr22/10_sample_616.fasta
617,chr22,10,13433,True,-1899.6992278250589,chr22/10_sample_617.fasta
618,chr22,10,90156,True,-13127.01699406312,chr22/10_sample_618.fasta
619,chr22,10,21969,True,-3144.115233464405,chr22/10_sample_619.fasta
620,chr22,10,6008,True,-900.52807816752,chr22/10_sample_620.fasta
621,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_621.fasta
622,chr22,10,8993,True,-1311.6727645065741,chr22/10_sample_622.fasta
623,chr22,10,3986,True,-580.8423428269917,chr22/10_sample_623.fasta
624,chr22,10,2676,True,-369.19479855252484,chr22/10_sample_624.fasta
625,chr22,10,25813,True,-3728.7030629469714,chr22/10_sample_625.fasta
626,chr22,10,15212,True,-2169.4398011975445,chr22/10_sample_626.fasta
627,chr22,10,4497,True,-617.0423442195247,chr22/10_sample_627.fasta
628,chr22,10,53962,True,-7842.547262390824,chr22/10_sample_628.fasta
629,chr22,10,6526,True,-913.2017285211542,chr22/10_sample_629.fasta
630,chr22,10,53636,True,-7962.201144622021,chr22/10_sample_630.fasta
631,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_631.fasta
632,chr22,10,54542,True,-7981.280930505126,chr22/10_sample_632.fasta
633,chr22,10,22354,True,-3204.890170315752,chr22/10_sample_633.fasta
634,chr22,10,8169,True,-1167.9015279258479,chr22/10_sample_634.fasta
635,chr22,10,18227,True,-2680.1235504982624,chr22/10_sample_635.fasta
636,chr22,10,396,True,-62.0899444643334,chr22/10_sample_636.fasta
637,chr22,10,6233,True,-982.0067494667564,chr22/10_sample_637.fasta
638,chr22,10,5327,True,-780.9012980031097,chr22/10_sample_638.fasta
639,chr22,10,47740,True,-6909.877588966715,chr22/10_sample_639.fasta
640,chr22,10,2449,True,-329.0058131134262,chr22/10_sample_640.fasta
641,chr22,10,16652,True,-2396.664918616956,chr22/10_sample_641.fasta
642,chr22,10,3021,True,-440.6025091835777,chr22/10_sample_642.fasta
643,chr22,10,8728,True,-1369.3082124953235,chr22/10_sample_643.fasta
644,chr22,10,58161,True,-8404.039219876975,chr22/10_sample_644.fasta
645,chr22,10,26548,True,-3844.931862375492,chr22/10_sample_645.fasta
646,chr22,10,29850,True,-4338.808092173604,chr22/10_sample_646.fasta
647,chr22,10,16391,True,-2442.9744456454387,chr22/10_sample_647.fasta
648,chr22,10,45596,True,-6677.541949410051,chr22/10_sample_648.fasta
649,chr22,10,21301,True,-3091.2140327038974,chr22/10_sample_649.fasta
650,chr22,10,12969,True,-1850.3429810352684,chr22/10_sample_650.fasta
651,chr22,10,15766,True,-2309.063617595945,chr22/10_sample_651.fasta
652,chr22,10,57949,True,-8386.10807415133,chr22/10_sample_652.fasta
653,chr22,10,8343,True,-1213.3751108037286,chr22/10_sample_653.fasta
654,chr22,10,22710,True,-3310.447630996794,chr22/10_sample_654.fasta
655,chr22,10,53930,True,-7757.419405118604,chr22/10_sample_655.fasta
656,chr22,10,41733,True,-5974.815777994038,chr22/10_sample_656.fasta
657,chr22,10,25008,True,-3621.999050240868,chr22/10_sample_657.fasta
658,chr22,10,40182,True,-5955.423296104105,chr22/10_sample_658.fasta
659,chr22,10,52339,True,-7665.29649713862,chr22/10_sample_659.fasta
660,chr22,10,95478,True,-13956.154444214404,chr22/10_sample_660.fasta
661,chr22,10,3132,True,-436.4571771335963,chr22/10_sample_661.fasta
662,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_662.fasta
663,chr22,10,27317,True,-3951.218947072511,chr22/10_sample_663.fasta
664,chr22,10,23563,True,-3443.5204267633226,chr22/10_sample_664.fasta
665,chr22,10,71804,True,-10550.769219965909,chr22/10_sample_665.fasta
666,chr22,10,101138,True,-14887.920418321037,chr22/10_sample_666.fasta
667,chr22,10,3566,True,-496.8266488768291,chr22/10_sample_667.fasta
668,chr22,10,56111,True,-8038.3274633156225,chr22/10_sample_668.fasta
669,chr22,10,57419,True,-8386.316538155887,chr22/10_sample_669.fasta
670,chr22,10,625,True,-81.55018152115092,chr22/10_sample_670.fasta
671,chr22,10,1170,True,-170.6534718065499,chr22/10_sample_671.fasta
672,chr22,10,5696,True,-769.7452760796332,chr22/10_sample_672.fasta
673,chr22,10,2503,True,-369.39179965607684,chr22/10_sample_673.fasta
674,chr22,10,438,True,-62.95299068168873,chr22/10_sample_674.fasta
675,chr22,10,12134,True,-1728.1635390541744,chr22/10_sample_675.fasta
676,chr22,10,196,True,-29.39424394235955,chr22/10_sample_676.fasta
677,chr22,10,35660,True,-5287.877731859875,chr22/10_sample_677.fasta
678,chr22,10,1875,True,-234.7106944905168,chr22/10_sample_678.fasta
679,chr22,10,27190,True,-4054.2623109046494,chr22/10_sample_679.fasta
680,chr22,10,9838,True,-1487.0796542883663,chr22/10_sample_680.fasta
681,chr22,10,12923,True,-1887.2361296083616,chr22/10_sample_681.fasta
682,chr22,10,6643,True,-953.0123509188968,chr22/10_sample_682.fasta
683,chr22,10,34075,True,-5105.211035099861,chr22/10_sample_683.fasta
684,chr22,10,627,True,-100.10880739285243,chr22/10_sample_684.fasta
685,chr22,10,21476,True,-3185.3257012566396,chr22/10_sample_685.fasta
686,chr22,10,4445,True,-646.4693099422494,chr22/10_sample_686.fasta
687,chr22,10,15772,True,-2289.4334815023276,chr22/10_sample_687.fasta
688,chr22,10,35108,True,-5176.972094837889,chr22/10_sample_688.fasta
689,chr22,10,4655,True,-657.5325627644506,chr22/10_sample_689.fasta
690,chr22,10,18363,True,-2720.3146240697347,chr22/10_sample_690.fasta
691,chr22,10,1974,True,-257.9900165571032,chr22/10_sample_691.fasta
692,chr22,10,23255,True,-3535.5776677087824,chr22/10_sample_692.fasta
693,chr22,10,22661,True,-3208.657139324371,chr22/10_sample_693.fasta
694,chr22,10,7007,True,-1011.7985271974524,chr22/10_sample_694.fasta
695,chr22,10,30861,True,-4444.585479760232,chr22/10_sample_695.fasta
696,chr22,10,10451,True,-1578.1039499796464,chr22/10_sample_696.fasta
697,chr22,10,60949,True,-8781.58241824432,chr22/10_sample_697.fasta
698,chr22,10,48422,True,-7002.600875025973,chr22/10_sample_698.fasta
699,chr22,10,23491,True,-3466.9675597343366,chr22/10_sample_699.fasta
700,chr22,10,25222,True,-3694.190589021388,chr22/10_sample_700.fasta
701,chr22,10,33481,True,-4847.21539882911,chr22/10_sample_701.fasta
702,chr22,10,1876,True,-280.3020604040562,chr22/10_sample_702.fasta
703,chr22,10,10075,True,-1464.7019434068973,chr22/10_sample_703.fasta
704,chr22,10,49080,True,-7173.81449302139,chr22/10_sample_704.fasta
705,chr22,10,105183,True,-15277.813108134127,chr22/10_sample_705.fasta
706,chr22,10,71903,True,-10343.384790777043,chr22/10_sample_706.fasta
707,chr22,10,17157,True,-2492.4099105031437,chr22/10_sample_707.fasta
708,chr22,10,483,True,-76.88160132740505,chr22/10_sample_708.fasta
709,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_709.fasta
710,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_710.fasta
711,chr22,10,34,True,-1.7725887222397811,chr22/10_sample_711.fasta
712,chr22,10,77767,True,-11337.624692103003,chr22/10_sample_712.fasta
713,chr22,10,4059,True,-610.359989518616,chr22/10_sample_713.fasta
714,chr22,10,66360,True,-9789.925005517483,chr22/10_sample_714.fasta
715,chr22,10,12920,True,-1867.60599351475,chr22/10_sample_715.fasta
716,chr22,10,34699,True,-5072.828030584733,chr22/10_sample_716.fasta
717,chr22,10,7797,True,-1149.134438049591,chr22/10_sample_717.fasta
718,chr22,10,57283,True,-8402.42882234559,chr22/10_sample_718.fasta
719,chr22,10,23377,True,-3339.2314774077417,chr22/10_sample_719.fasta
720,chr22,10,1566,True,-228.76005193792906,chr22/10_sample_720.fasta
721,chr22,10,30085,True,-4423.8723705437005,chr22/10_sample_721.fasta
722,chr22,10,11330,True,-1607.3589285331975,chr22/10_sample_722.fasta
723,chr22,10,43868,True,-6249.514701765116,chr22/10_sample_723.fasta
724,chr22,10,18371,True,-2786.763984302226,chr22/10_sample_724.fasta
725,chr22,10,31963,True,-4600.518581451866,chr22/10_sample_725.fasta
726,chr22,10,30504,True,-4495.277993042385,chr22/10_sample_726.fasta
727,chr22,10,5275,True,-715.4442299246489,chr22/10_sample_727.fasta
728,chr22,10,8093,True,-1220.0324515702548,chr22/10_sample_728.fasta
729,chr22,10,26402,True,-3822.3978034906027,chr22/10_sample_729.fasta
730,chr22,10,10788,True,-1538.816575725666,chr22/10_sample_730.fasta
731,chr22,10,15300,True,-2181.9435525143826,chr22/10_sample_731.fasta
732,chr22,10,28505,True,-4088.162943849943,chr22/10_sample_732.fasta
733,chr22,10,48539,True,-7055.32280198103,chr22/10_sample_733.fasta
734,chr22,10,19905,True,-2830.40515461077,chr22/10_sample_734.fasta
735,chr22,10,68402,True,-9960.489239804077,chr22/10_sample_735.fasta
736,chr22,10,28435,True,-4237.4501676760565,chr22/10_sample_736.fasta
737,chr22,10,51186,True,-7381.049860843119,chr22/10_sample_737.fasta
738,chr22,10,2558,True,-327.3318366798546,chr22/10_sample_738.fasta
739,chr22,10,46237,True,-6594.203763474697,chr22/10_sample_739.fasta
740,chr22,10,37414,True,-5420.531511484923,chr22/10_sample_740.fasta
741,chr22,10,6411,True,-916.0785492456699,chr22/10_sample_741.fasta
742,chr22,10,99079,True,-14391.144441996366,chr22/10_sample_742.fasta
743,chr22,10,15817,True,-2348.8763281260744,chr22/10_sample_743.fasta
744,chr22,10,102847,True,-14750.636623470018,chr22/10_sample_744.fasta
745,chr22,10,50939,True,-7453.5332579608385,chr22/10_sample_745.fasta
746,chr22,10,30243,True,-4302.032726636171,chr22/10_sample_746.fasta
747,chr22,10,19461,True,-2860.826500619879,chr22/10_sample_747.fasta
